image,portraits,protests
FL4364800,9.443110320717096e-05,0.9999055862426758
FL4364802,0.0043163723312318325,0.9956836700439453
FL4364803,0.0014951762277632952,0.9985048770904541
FL4364805,0.020896896719932556,0.979103147983551
FL4364806,0.15013347566127777,0.8498665690422058
FL4364807,0.22724007070064545,0.7727599143981934
FL4364808,0.3329627215862274,0.6670371890068054
FL4364810,0.0005208153161220253,0.9994792342185974
FL4364811,3.978613676736131e-05,0.99996018409729
FL4364812,8.528662874596193e-05,0.9999147653579712
FL4364813,0.0018539716256782413,0.9981460571289062
FL4364815,0.003336916444823146,0.9966630339622498
FL4364816,0.08611166477203369,0.9138882756233215
FL4364818,0.23501017689704895,0.7649898529052734
FL4364822,0.9999994039535522,5.836610625920002e-07
FL4364879,0.12226258218288422,0.8777374625205994
FL4364880,5.000045803171815e-06,0.9999949932098389
FL4364882,0.16420967876911163,0.8357903361320496
FL4364883,3.116292418781086e-06,0.9999969005584717
FL4364884,0.0011712757404893637,0.9988287091255188
FL4364885,1.795517346181441e-05,0.9999819993972778
FL4364887,1.5868351965764305e-07,0.9999998807907104
FL4364888,0.001956996275112033,0.9980429410934448
FL4364889,8.697125304024667e-05,0.9999129772186279
FL4364890,7.54400207370054e-06,0.9999924898147583
FL4364892,0.050142206251621246,0.949857771396637
FL4364893,0.10147961229085922,0.8985204100608826
FL4364895,2.6892714231507853e-05,0.9999730587005615
FL4364897,0.0021998421289026737,0.9978001713752747
FL4364899,1.6548935377613816e-07,0.9999998807907104
FL4364901,6.815249071223661e-05,0.999931812286377
FL4364903,7.648163773410488e-06,0.9999923706054688
FL4364904,0.002354741096496582,0.9976451992988586
FL4364906,3.515271237120032e-05,0.9999648332595825
FL4364909,4.107088898308575e-06,0.9999959468841553
FL4364911,0.21085499227046967,0.7891449928283691
FL4364912,0.006027291528880596,0.9939727187156677
FL4364914,0.02452101744711399,0.9754789471626282
FL4364916,0.008631291799247265,0.9913687109947205
FL4364918,0.002670596819370985,0.9973293542861938
FL4364920,0.02379622310400009,0.9762037992477417
FL4364921,0.04985150322318077,0.9501484632492065
FL4364923,0.01966068707406521,0.9803393483161926
FL4364926,0.01839597523212433,0.9816039800643921
FL4364928,0.0002823752583935857,0.999717652797699
FL4364929,0.00023286727082449943,0.9997671246528625
FL4364932,0.0007232484640553594,0.9992768168449402
FL4364934,0.0009141136542893946,0.9990859031677246
FL4364966,0.9999982118606567,1.8065418316837167e-06
FL4364967,0.9999948740005493,5.1222314141341485e-06
FL4364968,1.0,3.5402930365080465e-08
FL4364969,0.9999159574508667,8.408339635934681e-05
FL4364970,0.9999996423721313,3.0518393145939626e-07
FL4364971,0.9999980926513672,1.9522365164448274e-06
FL4364972,0.9969839453697205,0.0030159943271428347
FL4364973,0.990275502204895,0.009724447503685951
FL4364978,1.0,1.454819020807463e-08
FL4364980,0.9994452595710754,0.0005546852480620146
FL4364981,0.9979617595672607,0.0020382418297231197
FL4364982,0.9997217059135437,0.00027827650774270296
FL4364983,0.9997934699058533,0.00020653370302170515
FL4364984,0.9997473359107971,0.0002526500029489398
FL4364986,0.9999831914901733,1.6822061297716573e-05
FL4364987,1.0,6.4427694949908965e-12
FL4364989,1.0,2.3579363461756486e-10
FL4364992,1.0,1.3160281892021786e-11
FL4364995,3.5352456961845746e-08,1.0
FL4364996,5.785526013823983e-07,0.9999994039535522
FL4364998,1.9951396437734026e-11,1.0
FL4365000,2.184907588187457e-09,1.0
FL4365002,5.068027530796826e-05,0.9999493360519409
FL4365004,5.582297148976068e-07,0.9999994039535522
FL4365006,5.284820190354367e-07,0.9999995231628418
FL4365007,3.4211362276437285e-07,0.9999996423721313
FL4365009,5.089974219885107e-09,1.0
FL4365010,1.3911447549475042e-09,1.0
FL4365106,5.975694250537344e-08,0.9999998807907104
FL4365108,1.8297267867506406e-10,1.0
FL4365109,1.2894298606624943e-07,0.9999998807907104
FL4365111,1.3817848412145395e-06,0.9999985694885254
FL4365113,7.92594346421538e-06,0.9999921321868896
FL4365116,5.735960826314113e-07,0.9999994039535522
FL4365120,6.956230208743364e-06,0.999993085861206
FL4365123,1.7072545688279206e-07,0.9999998807907104
FL4365125,1.9016825945072924e-06,0.9999980926513672
FL4365127,6.629090307797014e-07,0.9999992847442627
FL4365129,8.444523700745776e-06,0.9999915361404419
FL4365131,4.90837095412644e-08,1.0
FL4365134,3.863969141093548e-06,0.9999961853027344
FL4365136,8.737171874884098e-09,1.0
FL4365137,6.599091761927411e-08,0.9999998807907104
FL4365138,6.0792222029704135e-06,0.9999939203262329
FL4365139,1.686834316672048e-08,1.0
FL4365140,0.00035283126635476947,0.9996471405029297
FL4365141,6.225611286936328e-05,0.9999377727508545
FL4365142,2.2297863555564845e-09,1.0
FL4365143,5.7862408198161575e-09,1.0
FL4365144,2.6746825824375264e-05,0.9999732971191406
FL4365145,2.7164616042685275e-12,1.0
FL4365146,6.122624629512075e-11,1.0
FL4365147,3.426464445510646e-08,1.0
FL4365148,9.085368901651236e-07,0.9999990463256836
FL4365149,4.256746422015567e-08,1.0
FL4365150,2.084322119344506e-07,0.9999997615814209
FL4365151,2.628373074742285e-09,1.0
FL4365152,6.699210075566953e-10,1.0
FL4365153,5.883768494641117e-08,1.0
FL4365154,2.7694317950022196e-08,1.0
FL4365155,1.0918975945628517e-08,1.0
FL4365156,2.1108275177539326e-05,0.9999788999557495
FL4365157,1.3182088309804385e-07,0.9999998807907104
FL4365158,6.395731816155603e-06,0.9999935626983643
FL4365159,7.043590710686942e-11,1.0
FL4365160,2.1324234822373e-08,1.0
FL4365161,0.0027514698449522257,0.9972484707832336
FL4365162,1.2317306754994206e-05,0.9999877214431763
FL4365163,1.6410788816756394e-07,0.9999998807907104
FL4365164,5.053734097870688e-10,1.0
FL4365165,9.546327270348876e-12,1.0
FL4365166,1.083793267753208e-05,0.9999891519546509
FL4365167,4.101773356524063e-06,0.9999959468841553
FL4365168,3.923297754226951e-06,0.9999960660934448
FL4365169,6.452374634591251e-08,0.9999998807907104
FL4365170,3.916639812473477e-08,1.0
FL4365171,2.2650732400819606e-09,1.0
FL4365172,4.53368649289132e-08,1.0
FL4365173,8.197957868105732e-07,0.9999991655349731
FL4365174,2.9755116770502354e-07,0.9999997615814209
FL4365175,2.893800399306201e-07,0.9999997615814209
FL4365176,4.2146695022893255e-09,1.0
FL4365177,6.07036243494008e-09,1.0
FL4365178,1.401391780397887e-10,1.0
FL4365179,7.403964445984457e-07,0.9999992847442627
FL4365180,3.989296004647258e-09,1.0
FL4365181,3.1401672458741814e-05,0.9999686479568481
FL4365182,1.190441408643883e-11,1.0
FL4365183,6.628984028367313e-10,1.0
FL4365184,5.198337871270553e-10,1.0
FL4365185,4.08596401157979e-09,1.0
FL4365186,0.0006861737347207963,0.9993138313293457
FL4365190,3.982251257639291e-07,0.9999996423721313
FL4365191,7.184835837392711e-09,1.0
FL4365193,9.065167366761884e-11,1.0
FL4365195,4.261773156599702e-09,1.0
FL4365271,0.00010608811135170981,0.9998939037322998
FL4365273,6.774120265617967e-06,0.9999932050704956
FL4365274,0.0003924082266166806,0.9996076226234436
FL4365276,1.3269086274192432e-08,1.0
FL4365279,0.00354574341326952,0.9964542388916016
FL4365280,0.9999480247497559,5.2016515837749466e-05
FL4365281,0.9999899864196777,9.970810424420051e-06
FL4365282,3.9178054578314914e-08,1.0
FL4365283,0.9999982118606567,1.8466967048880178e-06
FL4365284,0.00016417638107668608,0.9998358488082886
FL4365285,0.9998672008514404,0.0001327737554674968
FL4365286,0.07601936161518097,0.9239806532859802
FL4365287,0.017064599320292473,0.9829354286193848
FL4365288,5.728449536945845e-07,0.9999994039535522
FL4365289,0.9994949102401733,0.0005051037878729403
FL4365290,0.002470227424055338,0.9975298047065735
FL4365291,0.000205962045583874,0.999794065952301
FL4365292,0.9738490581512451,0.026150986552238464
FL4365293,0.00267918617464602,0.997320830821991
FL4365294,0.013924216851592064,0.9860758185386658
FL4365295,0.2582828998565674,0.7417171001434326
FL4365296,7.864550570957363e-05,0.9999213218688965
FL4365297,0.027210475876927376,0.9727895259857178
FL4365298,0.27823784947395325,0.7217621803283691
FL4365299,0.7623565196990967,0.23764346539974213
FL4365300,0.9623172283172607,0.03768279775977135
FL4365301,0.1364387422800064,0.86356121301651
FL4365302,0.7613735198974609,0.23862650990486145
FL4365303,0.9871726036071777,0.012827347032725811
FL4365304,0.05030178278684616,0.9496981501579285
FL4365305,0.6243857145309448,0.3756142556667328
FL4365306,0.9998189806938171,0.00018102758622262627
FL4365307,0.9992111921310425,0.0007888336549513042
FL4365311,0.9997566342353821,0.00024337947252206504
FL4365312,0.999815046787262,0.00018495219410397112
FL4365315,0.9999853372573853,1.4616502994613256e-05
FL4365316,0.9999690055847168,3.093861596425995e-05
FL4365318,0.999984860420227,1.5127661754377186e-05
FL4365345,0.0025925941299647093,0.9974073767662048
FL4365346,0.0833660289645195,0.9166339635848999
FL4365347,0.0014663648325949907,0.9985336065292358
FL4365348,0.23561930656433105,0.764380693435669
FL4365349,2.590204167063348e-05,0.9999741315841675
FL4365350,0.15622542798519135,0.8437746167182922
FL4365351,0.9999948740005493,5.092602350487141e-06
FL4365352,0.00033518517739139497,0.9996647834777832
FL4365353,0.9999734163284302,2.6618834453984164e-05
FL4365354,0.9999901056289673,9.901137673296034e-06
FL4365355,0.9999496936798096,5.036076618125662e-05
FL4365356,0.9999910593032837,8.936167432693765e-06
FL4365357,0.9210724830627441,0.07892744243144989
FL4365358,0.7731338143348694,0.22686618566513062
FL4365454,8.293930164882113e-08,0.9999998807907104
FL4365457,9.3817050128564e-08,0.9999998807907104
FL4365458,2.2083092972025042e-06,0.9999977350234985
FL4365460,0.9358712434768677,0.06412873417139053
FL4365462,0.8040849566459656,0.1959151178598404
FL4365464,1.9575330952648073e-05,0.9999804496765137
FL4365468,2.9242437804555266e-08,1.0
FL4365471,5.240880618373467e-09,1.0
FL4365474,7.465089102431932e-10,1.0
FL4365475,0.4522295892238617,0.5477704405784607
FL4365477,1.7840230270849133e-07,0.9999998807907104
FL4365479,9.684772521723062e-07,0.9999990463256836
FL4365480,0.998703122138977,0.0012968953233212233
FL4365483,3.337664866709389e-10,1.0
FL4365486,2.582811298168508e-09,1.0
FL4365488,4.535052866572187e-08,1.0
FL4365489,2.862953485394115e-10,1.0
FL4365490,1.1919080167288598e-09,1.0
FL4365491,1.0999494406860322e-05,0.9999890327453613
FL4365492,6.58377814488631e-07,0.9999992847442627
FL4365493,0.0029091197066009045,0.9970908164978027
FL4365494,1.0693373724279809e-06,0.999998927116394
FL4365495,1.3615911731434949e-09,1.0
FL4365496,0.30897408723831177,0.691025972366333
FL4365497,0.002744321245700121,0.9972557425498962
FL4365498,0.1850425899028778,0.8149574398994446
FL4365499,0.8620118498802185,0.1379881501197815
FL4365500,1.2079946827725507e-05,0.9999879598617554
FL4365501,0.00012696092016994953,0.9998730421066284
FL4365502,0.22140321135520935,0.7785967588424683
FL4365503,0.0003896371345035732,0.9996103644371033
FL4365504,0.2473958432674408,0.7526041865348816
FL4365505,0.024767743423581123,0.9752323031425476
FL4365506,0.09893587231636047,0.9010641574859619
FL4365507,0.46388670802116394,0.5361133217811584
FL4365508,1.4056249710847624e-06,0.9999985694885254
FL4365509,0.8712606430053711,0.12873932719230652
FL4365510,0.0070155286230146885,0.9929845333099365
FL4365514,8.75702880875906e-06,0.9999912977218628
FL4365516,0.0001841283665271476,0.9998158812522888
FL4365518,3.142971991110244e-06,0.9999969005584717
FL4365519,0.9167011976242065,0.08329878747463226
FL4365521,0.9999992847442627,7.556333230240853e-07
FL4365522,0.7546588182449341,0.24534110724925995
FL4365523,0.5232133269309998,0.47678667306900024
FL4365524,0.690834105014801,0.309165894985199
FL4365526,0.019567852839827538,0.9804321527481079
FL4365527,0.9999794960021973,2.0562289137160406e-05
FL4365532,0.9245136380195618,0.07548636198043823
FL4365534,0.8540791273117065,0.14592084288597107
FL4365535,0.004101200960576534,0.9958987832069397
FL4365536,0.9998341798782349,0.00016581127420067787
FL4365538,0.9990673661231995,0.0009326382423751056
FL4365600,3.1928764077093774e-09,1.0
FL4365601,2.225801154054352e-06,0.9999977350234985
FL4365602,0.00029507355066016316,0.999704897403717
FL4365603,3.941986292943511e-08,1.0
FL4365604,1.548938421969126e-09,1.0
FL4365605,8.825416508706496e-10,1.0
FL4365606,8.919326432987873e-07,0.9999991655349731
FL4365607,1.0927267979354838e-08,1.0
FL4365608,6.349741288325106e-10,1.0
FL4365609,1.661625356064178e-05,0.9999834299087524
FL4365610,1.709307798591908e-05,0.9999829530715942
FL4365611,9.574262804790123e-08,0.9999998807907104
FL4365612,2.9217892549837643e-09,1.0
FL4365613,6.513026229448826e-11,1.0
FL4365614,3.666033165927729e-08,1.0
FL4365615,1.2163520191066368e-11,1.0
FL4365616,1.5465148051063693e-09,1.0
FL4365617,1.87512028126946e-09,1.0
FL4365618,1.3606762649942539e-06,0.9999986886978149
FL4365619,6.0779279387190854e-09,1.0
FL4365620,0.00016698760737199336,0.9998329877853394
FL4365621,4.182202701485949e-06,0.9999958276748657
FL4365622,0.07211843132972717,0.9278815984725952
FL4365623,0.9016044735908508,0.09839552640914917
FL4365624,0.9991650581359863,0.0008349940180778503
FL4365625,0.9963816404342651,0.003618285059928894
FL4365626,0.9992669224739075,0.0007330406806431711
FL4365627,1.0,3.1694282615069014e-11
FL4365628,1.0,8.306837162574965e-11
FL4365629,1.0,9.436554315733758e-11
FL4365630,1.0,2.267841026082351e-08
FL4365631,0.9999997615814209,1.968761011994502e-07
FL4365632,1.0,4.916573814739422e-10
FL4365633,1.0,1.224865453508528e-08
FL4365637,1.0,2.347924077383823e-10
FL4365736,0.00022923991491552442,0.9997708201408386
FL4365738,0.9999643564224243,3.568965621525422e-05
FL4365740,0.26343223452568054,0.7365677356719971
FL4365741,0.003318794770166278,0.9966811537742615
FL4365743,1.144329189628479e-06,0.9999988079071045
FL4365744,0.00010494170419406146,0.9998950958251953
FL4365745,7.538402132922783e-05,0.9999246597290039
FL4365746,2.8549407034006435e-06,0.9999971389770508
FL4365747,3.131157427560538e-06,0.9999969005584717
FL4365748,1.0643341852301091e-07,0.9999998807907104
FL4365749,0.007759764790534973,0.9922401905059814
FL4365750,0.003143055597320199,0.9968569278717041
FL4365751,0.0008029186283238232,0.9991970658302307
FL4365752,5.484369012265233e-07,0.9999994039535522
FL4365753,4.600864485837519e-05,0.9999539852142334
FL4365754,3.0996288842288777e-06,0.9999969005584717
FL4365755,2.618977248403098e-07,0.9999997615814209
FL4365756,0.0011220671003684402,0.9988779425621033
FL4365757,2.571752872881916e-07,0.9999997615814209
FL4365758,0.0961170494556427,0.9038829803466797
FL4365759,0.9898715615272522,0.010128499940037727
